username,title,subscribers,avg_views,avg_reactions,avg_comments,avg_forwards,posts_per_day,has_linked_chat,err,reach,bot_ratio,detected_category,preliminary_score,health_score
@politics_peak_1556,Peak Policy,1113,342,7,1,1,2.34,True,3.2,30.76,0.002,politics,70,69.9
@news_neon_1557,Peak Digest,40365,8922,193,0,33,0.05,False,3.24,22.1,0.032,news,45,44.1
@music_smart_1558,Open Tracks,15330,6179,28,0,8,1.18,False,0.62,40.31,0.051,music,55,53.3
@tech_global_1559,Alpha Code,653,181,2,0,0,0.2,True,2.45,27.85,0.073,tech,42,40.2
@entertainment_peak_1560,Vivid Memes,2478,690,4,0,1,1.89,False,0.98,27.87,0.055,entertainment,45,43.5
@news_neon_1561,Nova Report,1039,64,0,0,0,3.4,False,0.54,6.21,0.488,news,28.11,19.9
@gaming_nova_1562,Alpha Games,2571,1022,13,0,4,1.72,False,1.86,39.76,0.0,gaming,55,55.0
@education_global_1563,Open Academy,9349,3316,68,0,14,3.25,False,2.79,35.48,0.041,education,57,55.6
@education_neon_1564,Smart Course,4264,821,20,3,4,0.16,True,4.3,19.27,0.003,education,45,44.9
@gaming_smart_1565,Quiet Arena,1277,371,9,0,2,2.72,False,4.04,29.08,0.038,gaming,55,53.7
@music_insider_1566,Neon Music,20165,40,0,0,0,1.58,True,0.78,0.2,0.721,music,35.1,19.9
@crypto_insider_1567,Core DeFi,880,321,8,2,2,1.93,True,3.94,36.48,0.084,crypto,67,63.6
@politics_quiet_1568,Prime Policy,4335,1491,0,0,0,1.61,False,0.05,34.41,0.042,politics,41.0,40.0
@business_daily_1569,Open Ventures,823,292,1,0,0,0.88,False,0.74,35.56,0.041,business,42,41.0
@movies_open_1570,Urban Films,303,55,1,0,0,3.14,False,6.11,18.31,0.083,movies,47,44.7
@music_daily_1571,Core Sound,3059,917,17,0,4,1.72,False,3.05,30.0,0.03,music,55,54.0
@news_nova_1572,Open Report,7367,1902,78,24,13,2.46,True,6.01,25.83,0.026,news,82,80.7
@news_quiet_1573,Vivid Wire,14953,2393,40,8,9,1.67,True,2.27,16.01,0.042,news,70,68.2
@sports_nova_1574,Prime Match,1364,204,3,0,1,1.35,False,3.02,14.97,0.496,sports,50,35.1
@gaming_vivid_1575,Alpha Esports,7007,2768,40,0,8,1.9,False,2.32,39.51,0.0,gaming,62,62.0
@gaming_alpha_1576,Bright Arena,2706,731,19,0,3,2.21,False,4.35,27.02,0.0,gaming,55,55.0
@entertainment_neon_1577,Alpha Fun,1105,251,9,0,1,2.22,False,5.09,22.78,0.054,entertainment,60,58.1
@entertainment_global_1578,Peak Laughs,7689,2037,70,24,21,2.32,True,5.1,26.5,0.071,entertainment,82,78.5
@gaming_global_1579,Insider Games,3439,1465,51,12,17,1.66,True,5.47,42.62,0.009,gaming,85,84.5
@news_core_1580,Open News,2715,1062,23,0,4,0.14,False,3.91,39.12,0.06,news,45,43.4
@news_smart_1581,Nova Report,19603,4015,139,0,46,2.68,False,4.68,20.49,0.065,news,60,57.7
@entertainment_quiet_1582,Neon Memes,3616,1132,9,0,1,0.02,False,1.14,31.32,0.044,entertainment,40,38.9
@lifestyle_insider_1583,Peak Style,257,64,2,0,0,2.06,True,4.96,25.01,0.069,lifestyle,52,49.8
@business_bright_1584,Peak Ventures,746,317,5,0,1,1.32,False,3.1,42.56,0.032,business,57,55.9
@health_daily_1585,Daily Health,20406,4543,14,3,6,0.57,True,0.57,22.26,0.078,health,55,52.4
@health_vivid_1586,Quiet Wellness,4851,606,16,0,5,0.93,False,3.71,12.5,0.056,health,45,43.5
@gaming_core_1587,Bright Games,3058,875,27,0,8,4.29,False,4.27,28.64,0.045,gaming,50,48.7
@gaming_quiet_1588,Nova Esports,51328,12655,4,0,0,0.16,False,0.05,24.66,0.009,gaming,28.0,27.9
@crypto_urban_1589,Nova Chain,39532,15804,266,81,85,1.25,True,2.55,39.98,0.0,crypto,85,85.0
@entertainment_quiet_1590,Core Fun,3959,1543,25,10,4,1.05,True,2.73,38.99,0.0,entertainment,75,75.0
@news_prime_1591,Alpha Digest,1721,372,7,0,1,0.52,False,2.94,21.63,0.0,news,50,50.0
@anime_urban_1592,Daily Anime,4674,751,8,0,1,1.84,False,1.65,16.09,0.004,anime,45,44.9
@music_vivid_1593,Global Sound,764,178,7,0,2,3.73,False,6.61,23.32,0.0,music,52,52.0
@education_bright_1594,Quiet Academy,1331,420,15,3,5,0.2,True,6.11,31.59,0.07,education,65,62.3
@gaming_core_1595,Global Arena,356506,29674,286,88,75,28.4,True,1.68,8.32,0.032,gaming,54.16,53.1
@lifestyle_core_1596,Daily Living,28504,7891,63,17,16,1.02,True,1.1,27.69,0.017,lifestyle,75,74.2
@gaming_nova_1597,Global Games,14769,3100,77,0,27,2.53,False,4.13,20.99,0.066,gaming,60,57.6
@gaming_daily_1598,Core Arena,4260,674,13,2,5,3.62,True,3.22,15.83,0.016,gaming,55,54.5
@entertainment_insider_1599,Urban Vibes,520,175,1,0,0,2.2,False,1.59,33.84,0.083,entertainment,52,49.4
@music_neon_1600,Neon Music,3165,1271,11,3,2,2.33,True,1.54,40.18,0.046,music,65,63.2
@business_bright_1601,Bright Capital,216962,71630,759,0,233,1.95,False,1.51,33.02,0.027,business,65,63.9
@anime_vivid_1602,Nova Otaku,856,283,0,0,0,0.2,True,0.06,33.07,0.0,anime,28.2,28.2
@tech_nova_1603,Neon Tech,741,221,8,1,2,2.92,True,5.44,29.86,0.089,tech,67,63.4
@entertainment_urban_1604,Insider Vibes,1189,367,17,4,5,0.43,True,7.89,30.91,0.108,entertainment,65,60.8
@music_alpha_1605,Urban Beats,4421,1494,66,16,23,2.0,True,6.48,33.8,0.041,music,85,82.9
@lifestyle_core_1606,Open Travel,6904,1809,33,0,9,0.2,False,2.69,26.2,0.079,lifestyle,47,44.8
@entertainment_daily_1607,Open Fun,28721,7065,102,0,22,1.46,False,2.42,24.6,0.02,entertainment,60,59.3
@crypto_bright_1608,Smart DeFi,6845,2876,112,0,35,3.15,False,5.53,42.03,0.015,crypto,62,61.4
@crypto_smart_1609,Peak Chain,434,122,0,0,0,2.45,True,0.06,28.25,0.046,crypto,33.2,32.3
@tech_vivid_1610,Urban Code,1862,488,13,3,2,0.06,True,4.77,26.25,0.108,tech,50,46.8
@politics_vivid_1611,Prime Politics,2445,501,14,2,4,0.9,True,4.05,20.51,0.044,politics,60,58.4
@news_core_1612,Vivid News,307,121,2,0,0,15.5,True,2.76,39.58,0.105,news,42,39.4
@gaming_quiet_1613,Urban Esports,1385,523,4,0,1,1.79,True,1.47,37.82,0.069,gaming,55,52.7
@entertainment_open_1614,Global Vibes,5742,1710,48,10,16,1.32,True,4.84,29.78,0.078,entertainment,72,68.6
@news_global_1615,Global Report,100,31,0,0,0,0.73,False,2.7,31.6,0.049,news,52,50.5
@politics_core_1616,Open Forum,11030,2058,29,6,10,2.62,True,2.6,18.66,0.056,politics,70,67.6
@news_insider_1617,Quiet Digest,1112,316,15,2,4,0.92,True,6.77,28.42,0.019,news,65,64.2
@health_global_1618,Core Fit,18879,5928,102,0,28,1.72,False,2.77,31.4,0.123,health,65,60.2
@movies_nova_1619,Neon Cinema,1634,460,8,0,2,0.51,False,3.36,28.17,0.064,movies,50,48.1
@business_alpha_1620,Bright Market,1177,574,22,5,8,2.23,True,5.99,48.84,0.139,business,75,68.8
@tech_peak_1621,Bright Tech,51035,14627,206,39,42,1.41,True,2.1,28.66,0.081,tech,82,78.0
@lifestyle_insider_1622,Core Travel,4879,293,2,0,0,1.88,True,1.34,6.01,0.645,lifestyle,38.0,23.3
@crypto_daily_1623,Bright Coins,5919,1328,31,0,9,1.62,False,3.23,22.44,0.012,crypto,57,56.6
@crypto_prime_1624,Global Coins,12829,2133,30,0,6,0.2,False,2.31,16.63,0.086,crypto,45,42.7
@education_daily_1625,Neon Learn,18462,1246,6,0,1,2.75,False,0.85,6.75,0.491,education,38.37,27.1
@news_neon_1626,Prime Digest,20239,3387,78,14,18,1.63,True,3.45,16.74,0.013,news,75,74.4
@news_insider_1627,Bright News,6248,1154,22,0,6,1.89,False,2.93,18.48,0.086,news,52,49.3
@news_neon_1628,Bright Wire,36151,5609,103,37,16,2.66,True,2.76,15.52,0.034,news,75,73.5
@gaming_prime_1629,Bright Quest,1780,173,2,0,0,3.63,True,1.82,9.75,0.478,gaming,34.87,24.9
@news_vivid_1630,Daily Wire,14117,2318,33,10,8,34.6,True,2.14,16.42,0.086,news,55,52.2
@crypto_open_1631,Vivid Crypto,927,354,13,3,2,1.47,True,5.95,38.2,0.061,crypto,72,69.4
@music_neon_1632,Quiet Music,19831,6656,30,0,7,1.54,False,0.63,33.57,0.031,music,55,54.0
@news_core_1633,Peak Digest,6711,570,8,0,2,1.19,False,2.22,8.5,0.675,news,46.25,27.5
@news_vivid_1634,Alpha News,59481,15763,763,0,300,1.01,False,7.66,26.5,0.007,news,67,66.7
@news_vivid_1635,Daily Wire,265,94,0,0,0,1.54,True,1.39,35.68,0.036,news,52,50.9
@entertainment_nova_1636,Vivid Fun,1402,438,8,0,3,2.62,False,3.2,31.25,0.107,entertainment,60,56.1
@crypto_insider_1637,Alpha Chain,30978,2072,13,0,2,1.25,False,1.08,6.69,0.798,crypto,43.35,22.6
@politics_quiet_1638,Urban Politics,5573,1805,28,0,7,1.06,False,2.9,32.4,0.022,politics,62,61.2
@tech_core_1639,Insider Tech,4785,1428,31,6,13,0.1,True,3.93,29.85,0.002,tech,55,54.9
@entertainment_alpha_1640,Vivid Laughs,3206,1050,6,0,2,1.91,False,1.08,32.78,0.081,entertainment,55,52.3
@tech_vivid_1641,Urban Dev,16205,4945,73,0,12,2.59,False,2.5,30.52,0.021,tech,65,64.2
@lifestyle_prime_1642,Daily Travel,8063,2781,58,0,13,2.7,False,3.37,34.49,0.078,lifestyle,62,59.1
@sports_alpha_1643,Insider Arena,5238,1790,49,0,12,1.45,False,4.6,34.19,0.063,sports,62,59.6
@music_prime_1644,Neon Sound,22386,5744,112,20,27,1.01,True,3.17,25.66,0.076,music,80,76.4
@health_bright_1645,Daily Health,290,110,3,0,1,2.84,False,6.09,38.08,0.019,health,62,61.3
@crypto_vivid_1646,Alpha Crypto,542,181,7,0,1,1.71,False,5.97,33.51,0.08,crypto,62,59.0
@entertainment_quiet_1647,Bright Memes,64930,8206,150,0,41,2.74,False,2.54,12.64,0.003,entertainment,57,56.9
@health_bright_1648,Neon Care,1546,427,4,1,1,1.33,True,1.73,27.68,0.132,health,60,55.2
@news_alpha_1649,Vivid Wire,1133,549,10,0,1,2.53,False,3.05,48.5,0.034,news,60,58.8
@politics_prime_1650,Urban Policy,58802,25101,640,113,187,3.51,True,3.62,42.69,0.051,politics,82,79.5
@gaming_core_1651,Neon Games,624,167,4,1,1,2.8,True,4.48,26.78,0.0,gaming,62,62.0
@lifestyle_vivid_1652,Global Home,24440,7721,59,14,15,14.1,True,1.23,31.6,0.018,lifestyle,65,64.3
@crypto_bright_1653,Peak Crypto,834,42,0,0,0,2.01,True,0.74,5.09,0.713,crypto,29.55,16.9
@anime_quiet_1654,Smart Anime,766,156,4,0,0,3.22,False,3.59,20.43,0.089,anime,47,44.5
@education_quiet_1655,Nova Academy,9223,214,3,0,1,2.51,True,2.59,2.33,0.488,education,43.17,30.5
@gacha_core_1656,Global Gacha,3889,921,11,0,2,1.33,False,2.18,23.7,0.0,gacha,55,55.0
@lifestyle_daily_1657,Insider Travel,11612,2280,14,0,5,3.27,False,1.13,19.64,0.045,lifestyle,45,43.8
@sports_open_1658,Smart Sports,100,26,0,0,0,0.59,False,0.06,26.63,0.061,sports,28.2,27.2
@music_alpha_1659,Peak Sound,7511,2695,22,0,6,1.82,False,1.4,35.89,0.0,music,57,57.0
@entertainment_core_1660,Insider Memes,604,276,8,3,2,1.5,True,5.27,45.82,0.042,entertainment,72,70.2
@anime_prime_1661,Vivid Manga,43852,10888,205,71,45,1.72,True,2.73,24.83,0.065,anime,80,76.9
@entertainment_bright_1662,Alpha Vibes,16058,5675,255,0,61,3.55,False,6.17,35.34,0.063,entertainment,65,62.5
@lifestyle_prime_1663,Bright Home,1635,553,6,0,0,0.96,False,1.55,33.82,0.056,lifestyle,50,48.3
@gaming_bright_1664,Quiet Games,2484,1279,17,0,4,2.47,False,2.24,51.5,0.083,gaming,65,61.8
@music_prime_1665,Vivid Tracks,911,392,13,3,5,0.6,True,6.19,43.11,0.074,music,67,64.0
@gaming_open_1666,Vivid Quest,704,216,6,1,1,1.21,True,4.57,30.81,0.0,gaming,67,67.0
@business_open_1667,Open Market,7892,2299,76,0,21,0.04,False,5.35,29.13,0.108,business,47,43.9
@music_core_1668,Vivid Sound,105,44,0,0,0,1.12,True,1.35,42.0,0.017,music,52,51.5
@gaming_prime_1669,Alpha Games,2560,1222,37,0,7,2.47,False,4.94,47.76,0.089,gaming,60,56.8
@lifestyle_insider_1670,Quiet Living,29182,7630,311,0,67,2.31,False,6.37,26.15,0.051,lifestyle,65,63.0
@business_peak_1671,Nova Capital,49995,9145,134,0,35,0.01,False,2.34,18.29,0.102,business,40,37.5
@news_global_1672,Core Wire,9765,2983,60,0,9,1.57,False,3.29,30.55,0.124,news,62,57.4
@music_urban_1673,Neon Tracks,44637,9349,3,0,0,0.01,False,0.05,20.95,0.027,music,26.0,25.6
@lifestyle_vivid_1674,Nova Travel,3488,1076,27,0,8,2.37,False,3.85,30.85,0.042,lifestyle,60,58.5
@news_daily_1675,Global Wire,452,179,5,0,1,2.42,False,4.01,39.74,0.037,news,57,55.7
@crypto_urban_1676,Vivid Coins,10188,4093,35,13,9,13.1,True,1.52,40.18,0.0,crypto,65,65.0
@tech_smart_1677,Open Dev,1552,375,1,0,0,1.33,False,0.59,24.19,0.088,tech,45,42.6
@education_nova_1678,Alpha Lessons,7411,1756,18,3,7,2.37,True,1.78,23.71,0.044,education,62,60.4
@music_urban_1679,Peak Music,1666,397,11,0,2,1.52,False,3.89,23.83,0.039,music,55,53.7
@politics_prime_1680,Neon Policy,474,180,4,0,0,1.57,True,3.4,38.14,0.0,politics,57,57.0
@crypto_daily_1681,Prime Chain,1807,469,4,0,1,2.86,False,1.48,25.96,0.118,crypto,50,46.5
@politics_open_1682,Peak Politics,5824,1912,64,0,12,2.03,False,4.84,32.83,0.033,politics,62,60.8
@entertainment_core_1683,Quiet Laughs,18306,4378,104,0,23,29.6,False,3.63,23.92,0.079,entertainment,45,42.9
@entertainment_peak_1684,Daily Laughs,15994,4988,24,0,7,1.44,False,0.83,31.19,0.0,entertainment,55,55.0
@music_open_1685,Open Tracks,4913,995,0,0,0,0.1,True,0.05,20.27,0.11,music,21.0,19.6
@politics_peak_1686,Alpha Politics,700,186,5,1,1,0.17,True,4.42,26.62,0.011,politics,47,46.7
@business_bright_1687,Alpha Market,69556,16819,324,113,126,0.31,True,3.18,24.18,0.063,business,72,69.3
@entertainment_alpha_1688,Alpha Laughs,35180,9880,231,0,84,1.47,False,3.97,28.09,0.093,entertainment,60,56.7
@education_alpha_1689,Nova Learn,100,7,0,0,0,0.13,True,3.45,7.23,0.348,education,25.61,20.3
@business_urban_1690,Daily Market,2010,134,2,0,0,13.1,False,2.85,6.69,0.31,business,28.34,23.1
@crypto_open_1691,Open Chain,29166,8981,283,0,81,1.43,False,4.61,30.8,0.081,crypto,65,61.8
@health_global_1692,Core Wellness,8462,2566,52,16,11,0.12,True,2.93,30.33,0.099,health,67,63.0
@business_open_1693,Smart Capital,100,26,0,0,0,2.09,False,1.28,26.82,0.055,business,47,45.5
@business_global_1694,Bright Market,531,185,6,0,1,3.16,False,4.81,34.96,0.09,business,52,49.2
@crypto_bright_1695,Daily Crypto,5402,1594,10,2,3,3.54,True,1.21,29.51,0.143,crypto,57,52.1
@health_core_1696,Neon Care,3298,1113,14,0,4,3.7,False,2.14,33.76,0.047,health,55,53.5
@gacha_prime_1697,Alpha Gacha,2483,866,42,0,10,2.83,False,6.74,34.89,0.07,gacha,65,62.3
@entertainment_global_1698,Daily Vibes,1781,609,17,4,5,22.0,True,4.47,34.22,0.047,entertainment,55,53.4
@news_peak_1699,Smart News,1775,519,11,3,2,3.51,True,3.27,29.26,0.078,news,60,57.2
@sports_core_1700,Smart Sports,2115,551,11,1,3,0.17,True,2.81,26.08,0.087,sports,50,47.4
@crypto_open_1701,Nova Coins,10075,1677,41,10,7,1.09,True,3.37,16.65,0.093,crypto,70,66.1
@news_vivid_1702,Bright Report,12780,644,8,0,2,2.5,False,2.3,5.04,0.488,news,47.52,33.6
@business_open_1703,Vivid Money,222829,45038,860,133,306,2.13,True,2.84,20.21,0.0,business,85,85.0
@news_peak_1704,Peak News,3476,1025,39,6,14,4.99,True,6.26,29.5,0.075,news,70,66.9
@politics_vivid_1705,Prime Forum,2000,747,13,0,4,0.15,False,2.72,37.37,0.029,politics,45,44.2
@health_core_1706,Insider Fit,50051,13636,232,0,42,1.24,False,2.36,27.25,0.031,health,62,60.8
@crypto_neon_1707,Global Crypto,4122,1458,48,0,13,1.83,False,5.06,35.39,0.069,crypto,65,62.3
@news_smart_1708,Quiet Digest,12163,1142,13,0,3,19.3,False,2.0,9.39,0.655,news,34.7,21.1
@health_quiet_1709,Daily Care,2338,698,14,5,5,1.75,True,3.53,29.87,0.012,health,65,64.5
@gaming_alpha_1710,Insider Arena,2641,917,18,0,4,0.79,False,3.19,34.73,0.004,gaming,55,54.9
@politics_global_1711,Vivid Policy,166139,11793,24,0,6,2.95,False,0.29,7.1,0.579,politics,39.35,25.7
@education_nova_1712,Smart Learn,1076,465,17,0,4,1.84,False,6.3,43.3,0.0,education,65,65.0
@crypto_neon_1713,Core Chain,52285,13706,85,31,25,0.2,True,1.11,26.22,0.058,crypto,67,64.7
@business_open_1714,Smart Capital,21810,5794,109,0,31,1.69,False,3.29,26.57,0.025,business,60,59.1
@gaming_peak_1715,Bright Games,4703,1269,0,0,0,0.0,True,0.06,27.0,0.0,gaming,21.2,21.2
@politics_alpha_1716,Urban Debate,54088,1842,1,0,0,0.22,True,0.1,3.41,0.729,politics,20.7,11.7
@gaming_core_1717,Open Arena,3310,943,14,5,3,0.67,True,2.27,28.51,0.055,gaming,60,58.0
@lifestyle_urban_1718,Urban Living,603,200,3,0,1,1.63,False,3.03,33.25,0.06,lifestyle,57,54.9
@sports_core_1719,Core Arena,1458,414,12,0,2,2.46,False,4.58,28.4,0.045,sports,55,53.5
@health_peak_1720,Neon Wellness,288,98,1,0,0,0.95,True,2.72,34.06,0.014,health,52,51.6
@gaming_alpha_1721,Quiet Quest,3563,1504,13,0,4,2.55,False,1.33,42.22,0.027,gaming,55,54.1
@crypto_quiet_1722,Open Coins,4632,1568,35,5,9,0.05,True,3.27,33.87,0.032,crypto,55,53.9
@education_insider_1723,Bright Lessons,1461,412,15,0,3,0.17,False,5.68,28.2,0.0,education,45,45.0
@entertainment_prime_1724,Neon Fun,7717,2164,6,1,2,1.14,True,0.44,28.05,0.021,entertainment,55.8,55.1
@gaming_urban_1725,Urban Games,26028,8203,120,0,21,0.2,False,2.29,31.52,0.05,gaming,55,53.3
@education_prime_1726,Peak Lessons,239,31,0,0,0,1.78,False,1.94,13.37,0.638,education,42,25.9
@crypto_vivid_1727,Neon Chain,5331,1076,28,0,4,3.61,False,3.7,20.2,0.08,crypto,52,49.5
@business_daily_1728,Prime Ventures,47981,6924,159,41,49,1.1,True,3.29,14.43,0.094,business,75,70.8
@education_quiet_1729,Nova Course,15655,2076,25,6,4,3.12,True,1.78,13.26,0.398,education,60,45.7
@news_global_1730,Core Report,8609,3366,46,18,12,1.31,True,2.33,39.11,0.081,news,82,78.0
@crypto_neon_1731,Daily DeFi,3748,1255,50,0,10,3.21,False,5.59,33.49,0.036,crypto,60,58.7
@business_peak_1732,Core Capital,566,192,5,0,1,1.81,False,4.64,34.07,0.055,business,57,55.1
@entertainment_peak_1733,Quiet Laughs,9084,2733,69,0,15,1.3,False,4.61,30.09,0.098,entertainment,62,58.4
@lifestyle_vivid_1734,Global Home,1438,562,20,0,3,0.2,False,5.0,39.1,0.054,lifestyle,55,53.2
@business_neon_1735,Nova Ventures,3766,1550,59,20,16,2.01,True,5.37,41.16,0.066,business,85,81.6
@education_core_1736,Quiet Lessons,4195,1174,25,7,8,0.82,True,3.41,27.99,0.081,education,65,61.9
@lifestyle_peak_1737,Insider Style,8359,1615,65,11,19,0.08,True,5.99,19.33,0.128,lifestyle,62,57.2
@politics_bright_1738,Alpha Debate,43387,10935,186,0,51,0.81,False,2.31,25.2,0.08,politics,55,52.4
@news_urban_1739,Global Wire,3050,1172,26,4,8,0.19,True,3.28,38.44,0.09,news,55,52.0
@politics_smart_1740,Global Forum,732,116,1,0,0,11.6,False,1.94,15.98,0.076,politics,27,25.8
@crypto_bright_1741,Global Crypto,10029,3437,72,20,20,0.28,True,3.72,34.28,0.0,crypto,75,75.0
@music_core_1742,Core Music,782,132,1,0,0,3.14,True,1.46,16.93,0.067,music,37,35.5
@crypto_alpha_1743,Vivid DeFi,9816,1687,38,12,5,3.17,True,3.35,17.19,0.037,crypto,67,65.5
@crypto_urban_1744,Alpha Coins,6492,2003,48,0,6,2.75,False,3.29,30.85,0.035,crypto,62,60.7
@news_nova_1745,Peak Wire,4217,1397,40,8,12,0.69,True,4.17,33.14,0.069,news,70,67.1
@health_daily_1746,Global Care,9633,2320,42,0,10,1.52,False,3.17,24.09,0.024,health,57,56.2
@tech_insider_1747,Quiet Code,4244,1261,14,3,5,3.49,True,1.97,29.72,0.0,tech,55,55.0
@business_nova_1748,Quiet Market,3402,997,23,0,4,1.8,False,3.59,29.31,0.069,business,55,52.7
@crypto_daily_1749,Neon DeFi,1750,566,12,2,4,3.31,True,3.61,32.34,0.065,crypto,65,62.5
@gaming_prime_1750,Bright Arena,429,50,0,0,0,0.24,True,2.5,11.8,0.408,gaming,37,27.9
@education_smart_1751,Prime Lessons,1003,397,3,0,1,0.12,False,1.22,39.67,0.038,education,40,39.1
@health_core_1752,Urban Health,452,58,0,0,0,1.53,False,2.1,13.02,0.692,health,47,27.5
@politics_nova_1753,Daily Forum,6987,1513,23,0,3,2.06,False,2.53,21.66,0.0,politics,57,57.0
@education_global_1754,Nova Academy,35565,919,3,0,0,3.75,False,0.73,2.59,0.47,education,31.29,22.5
@tech_smart_1755,Core Tech,7326,1870,54,18,17,1.88,True,4.1,25.54,0.043,tech,77,75.0
@politics_bright_1756,Alpha Policy,24803,4232,34,0,8,0.09,False,1.12,17.06,0.042,politics,35,34.1
@education_bright_1757,Alpha Learn,100,35,1,0,0,0.15,False,4.84,35.43,0.05,education,42,40.7
@gaming_peak_1758,Bright Arena,1548,521,29,6,8,3.24,True,7.66,33.68,0.031,gaming,75,73.6
@music_alpha_1759,Nova Beats,3522,1278,25,10,5,2.04,True,3.35,36.29,0.08,music,75,71.4
@business_peak_1760,Urban Ventures,6851,2117,26,8,4,2.44,True,1.89,30.91,0.041,business,72,70.2
@news_alpha_1761,Urban Wire,636,237,9,0,2,24.5,False,6.16,37.32,0.053,news,47,45.5
@crypto_open_1762,Alpha Coins,8518,2514,28,0,9,1.01,False,2.02,29.52,0.054,crypto,57,55.1
@news_core_1763,Daily News,1019,307,6,0,1,2.84,False,2.84,30.14,0.066,news,60,57.6
@tech_insider_1764,Bright Dev,652,218,6,2,1,0.13,True,4.97,33.49,0.057,tech,52,50.2
@music_peak_1765,Daily Beats,4007,1136,25,5,6,0.41,True,3.29,28.36,0.02,music,55,54.3
@health_prime_1766,Global Health,11379,2161,39,14,12,2.8,True,2.96,19.0,0.03,health,75,73.7
@education_smart_1767,Open Learn,25207,2849,26,6,6,2.66,True,1.41,11.3,0.701,education,65,37.7
@business_peak_1768,Quiet Capital,6852,1518,24,3,7,1.53,True,2.14,22.16,0.0,business,67,67.0
@gacha_prime_1769,Insider Club,178,60,2,0,0,0.11,False,6.84,34.08,0.039,gacha,47,45.9
@news_prime_1770,Open Wire,380,178,5,0,1,1.48,False,4.39,46.84,0.014,news,57,56.5
@tech_insider_1771,Core AI,30860,4751,88,13,12,1.79,True,2.51,15.4,0.11,tech,75,70.1
@news_daily_1772,Peak Wire,1316,532,6,1,0,2.2,True,1.65,40.48,0.032,news,65,63.7
@health_prime_1773,Nova Fit,1240,545,16,3,6,0.05,True,5.26,44.02,0.0,health,60,60.0
@news_quiet_1774,Bright News,33333,11200,202,0,32,0.16,False,2.69,33.6,0.013,news,50,49.6
@tech_peak_1775,Nova Dev,24021,4590,84,20,20,2.68,True,2.7,19.11,0.042,tech,75,73.1
@health_daily_1776,Quiet Care,775,357,17,0,3,1.91,False,7.03,46.07,0.12,health,62,57.5
@tech_peak_1777,Smart AI,707,277,0,0,0,0.02,False,0.06,39.21,0.096,tech,23.2,21.9
@education_quiet_1778,Nova Learn,6978,962,45,0,13,2.89,False,7.26,13.79,0.028,education,57,56.1
@entertainment_smart_1779,Core Fun,12081,5820,160,0,28,1.85,False,4.04,48.18,0.04,entertainment,65,63.5
@business_daily_1780,Bright Capital,15570,4124,122,0,37,11.8,False,4.75,26.49,0.087,business,45,42.6
@music_peak_1781,Bright Tracks,31694,4452,48,13,9,0.36,True,1.83,14.05,0.13,music,60,55.3
@crypto_neon_1782,Open Coins,62901,17108,177,59,65,3.21,True,1.66,27.2,0.059,crypto,72,69.5
@tech_urban_1783,Insider Tech,547,141,2,0,0,0.18,False,2.4,25.78,0.014,tech,37,36.7
@education_smart_1784,Core Course,6475,2577,44,0,8,3.17,False,2.67,39.81,0.057,education,57,55.1
@tech_open_1785,Daily AI,339,86,3,0,0,1.86,True,6.03,25.41,0.015,tech,57,56.5
@tech_alpha_1786,Neon Dev,5466,404,4,0,0,1.84,False,1.63,7.41,0.638,tech,40.7,25.1
@education_urban_1787,Neon Academy,36671,13073,466,112,104,16.9,True,5.22,35.65,0.066,education,75,72.0
@sports_vivid_1788,Bright Match,23925,2427,12,3,3,0.15,True,0.86,10.15,0.459,sports,40,29.0
@news_quiet_1789,Core Wire,6861,1442,32,5,8,0.2,True,3.4,21.02,0.049,news,57,55.3
@education_prime_1790,Quiet Lessons,2001,585,26,9,6,0.23,True,6.99,29.25,0.007,education,65,64.7
@business_global_1791,Insider Ventures,5046,1857,52,23,13,2.78,True,5.12,36.82,0.083,business,87,82.7
@gaming_vivid_1792,Prime Esports,24762,6797,194,53,45,2.42,True,3.95,27.45,0.032,gaming,80,78.4
@crypto_prime_1793,Insider DeFi,5657,1754,47,8,11,1.94,True,4.28,31.01,0.013,crypto,77,76.4
@gaming_urban_1794,Urban Arena,5314,1240,37,10,7,2.18,True,4.75,23.35,0.078,gaming,72,68.6
@entertainment_quiet_1795,Smart Fun,389778,111438,2265,442,594,0.95,True,3.53,28.59,0.039,entertainment,80,78.1
@news_urban_1796,Smart Digest,444,147,3,1,1,2.8,True,4.05,33.22,0.061,news,67,64.6
@lifestyle_peak_1797,Insider Style,1886,749,26,9,6,2.65,True,5.43,39.76,0.069,lifestyle,80,76.7
@gaming_smart_1798,Bright Esports,46724,14374,483,114,124,1.09,True,4.76,30.77,0.0,gaming,85,85.0
@health_urban_1799,Smart Health,833,276,3,0,0,1.33,False,1.58,33.24,0.053,health,52,50.3
@education_nova_1800,Bright Lessons,4185,1030,28,0,8,3.18,False,3.79,24.62,0.056,education,50,48.3
@crypto_global_1801,Alpha Crypto,3371,1158,17,6,6,3.71,True,2.4,34.38,0.105,crypto,70,65.6
@health_nova_1802,Daily Health,32962,9220,203,0,42,2.31,False,3.17,27.97,0.033,health,60,58.8
@politics_quiet_1803,Core Politics,40979,9536,264,0,41,3.63,False,4.33,23.27,0.086,politics,55,52.2
@health_prime_1804,Core Fit,1340,784,15,0,2,3.15,False,2.73,58.52,0.031,health,60,58.9
